project_id,metric,value,unit,window_start,window_end,source_url,fetched_at,missing_reason
das-metadata,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:08+00:00,not_published
das-metadata,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:08+00:00,not_published
das-metadata,canonical_citations,13,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.1785/0220230325,2026-08-17T18:08:30+00:00,
das-n2n,repo_stars,17,stars,,,https://api.github.com/repos/sachalapins/DAS-N2N-torch,2026-08-18T06:37:10+00:00,
das-n2n,repo_forks,1,forks,,,https://api.github.com/repos/sachalapins/DAS-N2N-torch,2026-08-18T06:37:10+00:00,
das-n2n,repo_contributors,1,contributors,,,https://api.github.com/repos/sachalapins/DAS-N2N-torch,2026-08-18T06:37:10+00:00,
das-n2n,repo_releases,0,releases,,,https://api.github.com/repos/sachalapins/DAS-N2N-torch,2026-08-18T06:37:10+00:00,
das-n2n,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:10+00:00,not_published
das-n2n,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:10+00:00,not_published
das-n2n,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:10+00:00,not_published
das-n2n,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:10+00:00,not_applicable
das-realtime,repo_stars,9,stars,,,https://api.github.com/repos/Caltech-DASHub/DAS-realtime,2026-08-18T06:37:13+00:00,
das-realtime,repo_forks,3,forks,,,https://api.github.com/repos/Caltech-DASHub/DAS-realtime,2026-08-18T06:37:13+00:00,
das-realtime,repo_contributors,1,contributors,,,https://api.github.com/repos/Caltech-DASHub/DAS-realtime,2026-08-18T06:37:13+00:00,
das-realtime,repo_releases,0,releases,,,https://api.github.com/repos/Caltech-DASHub/DAS-realtime,2026-08-18T06:37:13+00:00,
das-realtime,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:13+00:00,not_published
das-realtime,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:13+00:00,not_published
das-realtime,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:13+00:00,not_published
das-realtime,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:13+00:00,not_applicable
das-sensitivity,repo_stars,3,stars,,,https://api.github.com/repos/olfontai/DAS_sensitivity,2026-08-18T06:37:15+00:00,
das-sensitivity,repo_forks,0,forks,,,https://api.github.com/repos/olfontai/DAS_sensitivity,2026-08-18T06:37:15+00:00,
das-sensitivity,repo_contributors,1,contributors,,,https://api.github.com/repos/olfontai/DAS_sensitivity,2026-08-18T06:37:15+00:00,
das-sensitivity,repo_releases,0,releases,,,https://api.github.com/repos/olfontai/DAS_sensitivity,2026-08-18T06:37:15+00:00,
das-sensitivity,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:15+00:00,not_published
das-sensitivity,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:15+00:00,not_published
das-sensitivity,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:15+00:00,not_published
das-sensitivity,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:15+00:00,not_applicable
das-simulator,repo_stars,2,stars,,,https://api.github.com/repos/equinor/fiberoptics-das-simulator,2026-08-18T06:37:17+00:00,
das-simulator,repo_forks,3,forks,,,https://api.github.com/repos/equinor/fiberoptics-das-simulator,2026-08-18T06:37:17+00:00,
das-simulator,repo_contributors,5,contributors,,,https://api.github.com/repos/equinor/fiberoptics-das-simulator,2026-08-18T06:37:17+00:00,
das-simulator,repo_releases,4,releases,,,https://api.github.com/repos/equinor/fiberoptics-das-simulator,2026-08-18T06:37:17+00:00,
das-simulator,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:17+00:00,not_published
das-simulator,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:17+00:00,not_published
das-simulator,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:17+00:00,not_published
das-simulator,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:17+00:00,not_applicable
das-source-locator,repo_stars,1,stars,,,https://api.github.com/repos/leabouffaut/DASSourceLocator,2026-08-18T06:37:20+00:00,
das-source-locator,repo_forks,0,forks,,,https://api.github.com/repos/leabouffaut/DASSourceLocator,2026-08-18T06:37:20+00:00,
das-source-locator,repo_contributors,1,contributors,,,https://api.github.com/repos/leabouffaut/DASSourceLocator,2026-08-18T06:37:20+00:00,
das-source-locator,repo_releases,0,releases,,,https://api.github.com/repos/leabouffaut/DASSourceLocator,2026-08-18T06:37:20+00:00,
das-source-locator,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:20+00:00,not_published
das-source-locator,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:20+00:00,not_published
das-source-locator,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:20+00:00,not_published
das-source-locator,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:20+00:00,not_applicable
das-to-store,repo_stars,0,stars,,,https://api.github.com/repos/jacobrdavis/das-to-store,2026-08-18T06:37:22+00:00,
das-to-store,repo_forks,0,forks,,,https://api.github.com/repos/jacobrdavis/das-to-store,2026-08-18T06:37:22+00:00,
das-to-store,repo_contributors,1,contributors,,,https://api.github.com/repos/jacobrdavis/das-to-store,2026-08-18T06:37:22+00:00,
das-to-store,repo_releases,0,releases,,,https://api.github.com/repos/jacobrdavis/das-to-store,2026-08-18T06:37:22+00:00,
das-to-store,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:22+00:00,not_published
das-to-store,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:22+00:00,not_published
das-to-store,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:22+00:00,not_published
das-to-store,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:22+00:00,not_applicable
das-toolkit,repo_stars,20,stars,,,https://api.github.com/repos/RobbinLuo/das-toolkit,2026-08-18T06:37:24+00:00,
das-toolkit,repo_forks,2,forks,,,https://api.github.com/repos/RobbinLuo/das-toolkit,2026-08-18T06:37:24+00:00,
das-toolkit,repo_contributors,1,contributors,,,https://api.github.com/repos/RobbinLuo/das-toolkit,2026-08-18T06:37:24+00:00,
das-toolkit,repo_releases,0,releases,,,https://api.github.com/repos/RobbinLuo/das-toolkit,2026-08-18T06:37:24+00:00,
das-toolkit,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:24+00:00,not_published
das-toolkit,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:24+00:00,not_published
das-toolkit,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:24+00:00,not_published
das-toolkit,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:24+00:00,not_applicable
das-tools-eth,repo_stars,4,stars,,,https://api.github.com/repos/afichtner/DAS_Tools,2026-08-18T06:37:26+00:00,
das-tools-eth,repo_forks,0,forks,,,https://api.github.com/repos/afichtner/DAS_Tools,2026-08-18T06:37:26+00:00,
das-tools-eth,repo_contributors,1,contributors,,,https://api.github.com/repos/afichtner/DAS_Tools,2026-08-18T06:37:26+00:00,
das-tools-eth,repo_releases,0,releases,,,https://api.github.com/repos/afichtner/DAS_Tools,2026-08-18T06:37:26+00:00,
das-tools-eth,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:26+00:00,not_published
das-tools-eth,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:26+00:00,not_published
das-tools-eth,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:26+00:00,not_published
das-tools-eth,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:26+00:00,not_applicable
das-vessel-detection,repo_stars,6,stars,,,https://api.github.com/repos/UAH-PSI/das-vessel-detection,2026-08-18T06:37:28+00:00,
das-vessel-detection,repo_forks,1,forks,,,https://api.github.com/repos/UAH-PSI/das-vessel-detection,2026-08-18T06:37:28+00:00,
das-vessel-detection,repo_contributors,1,contributors,,,https://api.github.com/repos/UAH-PSI/das-vessel-detection,2026-08-18T06:37:28+00:00,
das-vessel-detection,repo_releases,0,releases,,,https://api.github.com/repos/UAH-PSI/das-vessel-detection,2026-08-18T06:37:28+00:00,
das-vessel-detection,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:28+00:00,not_published
das-vessel-detection,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:28+00:00,not_published
das-vessel-detection,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:28+00:00,not_published
das-vessel-detection,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:28+00:00,not_applicable
das4whales,repo_stars,79,stars,,,https://api.github.com/repos/DAS4Whales/DAS4Whales,2026-08-18T06:37:30+00:00,
das4whales,repo_forks,21,forks,,,https://api.github.com/repos/DAS4Whales/DAS4Whales,2026-08-18T06:37:30+00:00,
das4whales,repo_contributors,4,contributors,,,https://api.github.com/repos/DAS4Whales/DAS4Whales,2026-08-18T06:37:30+00:00,
das4whales,repo_releases,4,releases,,,https://api.github.com/repos/DAS4Whales/DAS4Whales,2026-08-18T06:37:30+00:00,
das4whales,pypi_downloads_30d,74,downloads,,2026-08-17,https://pypistats.org/api/packages/das4whales/recent,2026-08-17T18:48:11+00:00,
das4whales,pypi_downloads_180d,806,downloads,2026-02-17,2026-08-14,https://pypistats.org/api/packages/das4whales/recent,2026-08-17T18:48:11+00:00,
das4whales,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-17T18:48:11+00:00,not_published
das4whales,canonical_citations,1,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.5281/zenodo.7760187,2026-08-17T18:08:30+00:00,
dascore,repo_stars,159,stars,,,https://api.github.com/repos/DASDAE/dascore,2026-08-18T06:37:32+00:00,
dascore,repo_forks,41,forks,,,https://api.github.com/repos/DASDAE/dascore,2026-08-18T06:37:32+00:00,
dascore,repo_contributors,18,contributors,,,https://api.github.com/repos/DASDAE/dascore,2026-08-18T06:37:32+00:00,
dascore,repo_releases,34,releases,,,https://api.github.com/repos/DASDAE/dascore,2026-08-18T06:37:32+00:00,
dascore,pypi_downloads_30d,7219,downloads,,2026-08-17,https://pypistats.org/api/packages/dascore/recent,2026-08-17T18:48:18+00:00,
dascore,pypi_downloads_180d,15268,downloads,2026-02-17,2026-08-16,https://pypistats.org/api/packages/dascore/recent,2026-08-17T18:48:18+00:00,
dascore,conda_downloads_cumulative,48060,downloads,,2026-08-17,https://api.anaconda.org/package/conda-forge/dascore,2026-08-17T18:48:18+00:00,
dascore,canonical_citations,17,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.26443/seismica.v3i2.1184,2026-08-17T18:08:30+00:00,
dascorepy,repo_stars,0,stars,,,https://api.github.com/repos/DASDAE/dascorepy,2026-08-18T06:37:34+00:00,
dascorepy,repo_forks,0,forks,,,https://api.github.com/repos/DASDAE/dascorepy,2026-08-18T06:37:34+00:00,
dascorepy,repo_contributors,1,contributors,,,https://api.github.com/repos/DASDAE/dascorepy,2026-08-18T06:37:34+00:00,
dascorepy,repo_releases,0,releases,,,https://api.github.com/repos/DASDAE/dascorepy,2026-08-18T06:37:34+00:00,
dascorepy,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:34+00:00,not_published
dascorepy,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:34+00:00,not_published
dascorepy,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:34+00:00,not_published
dascorepy,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:34+00:00,not_applicable
daseventnet,repo_stars,2,stars,,,https://api.github.com/repos/Tieyuan/DASEventNet,2026-08-18T06:37:37+00:00,
daseventnet,repo_forks,0,forks,,,https://api.github.com/repos/Tieyuan/DASEventNet,2026-08-18T06:37:37+00:00,
daseventnet,repo_contributors,1,contributors,,,https://api.github.com/repos/Tieyuan/DASEventNet,2026-08-18T06:37:37+00:00,
daseventnet,repo_releases,0,releases,,,https://api.github.com/repos/Tieyuan/DASEventNet,2026-08-18T06:37:37+00:00,
daseventnet,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:37+00:00,not_published
daseventnet,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:37+00:00,not_published
daseventnet,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:37+00:00,not_published
daseventnet,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:37+00:00,not_applicable
dasexplorer,repo_stars,7,stars,,,https://api.github.com/repos/sermomon/DASexplorer,2026-08-18T06:37:39+00:00,
dasexplorer,repo_forks,3,forks,,,https://api.github.com/repos/sermomon/DASexplorer,2026-08-18T06:37:39+00:00,
dasexplorer,repo_contributors,1,contributors,,,https://api.github.com/repos/sermomon/DASexplorer,2026-08-18T06:37:39+00:00,
dasexplorer,repo_releases,4,releases,,,https://api.github.com/repos/sermomon/DASexplorer,2026-08-18T06:37:39+00:00,
dasexplorer,pypi_downloads_30d,43,downloads,,2026-08-17,https://pypistats.org/api/packages/dasexplorer/recent,2026-08-17T18:48:32+00:00,
dasexplorer,pypi_downloads_180d,597,downloads,2026-06-29,2026-08-14,https://pypistats.org/api/packages/dasexplorer/recent,2026-08-17T18:48:32+00:00,
dasexplorer,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-17T18:48:32+00:00,not_published
dasexplorer,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:39+00:00,not_applicable
dasgauge,repo_stars,0,stars,,,https://api.github.com/repos/UWGeoD/dasgauge,2026-08-18T06:37:41+00:00,
dasgauge,repo_forks,0,forks,,,https://api.github.com/repos/UWGeoD/dasgauge,2026-08-18T06:37:41+00:00,
dasgauge,repo_contributors,1,contributors,,,https://api.github.com/repos/UWGeoD/dasgauge,2026-08-18T06:37:41+00:00,
dasgauge,repo_releases,0,releases,,,https://api.github.com/repos/UWGeoD/dasgauge,2026-08-18T06:37:41+00:00,
dasgauge,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:41+00:00,not_published
dasgauge,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:41+00:00,not_published
dasgauge,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:41+00:00,not_published
dasgauge,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:41+00:00,not_applicable
dasio,repo_stars,0,stars,,,https://api.github.com/repos/jxli2a/dasio,2026-08-18T06:37:43+00:00,
dasio,repo_forks,0,forks,,,https://api.github.com/repos/jxli2a/dasio,2026-08-18T06:37:43+00:00,
dasio,repo_contributors,1,contributors,,,https://api.github.com/repos/jxli2a/dasio,2026-08-18T06:37:43+00:00,
dasio,repo_releases,0,releases,,,https://api.github.com/repos/jxli2a/dasio,2026-08-18T06:37:43+00:00,
dasio,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:43+00:00,not_published
dasio,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:43+00:00,not_published
dasio,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:43+00:00,not_published
dasio,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:43+00:00,not_applicable
dasjax,repo_stars,0,stars,,,https://api.github.com/repos/DASDAE/dasjax,2026-08-18T06:37:46+00:00,
dasjax,repo_forks,0,forks,,,https://api.github.com/repos/DASDAE/dasjax,2026-08-18T06:37:46+00:00,
dasjax,repo_contributors,1,contributors,,,https://api.github.com/repos/DASDAE/dasjax,2026-08-18T06:37:46+00:00,
dasjax,repo_releases,0,releases,,,https://api.github.com/repos/DASDAE/dasjax,2026-08-18T06:37:46+00:00,
dasjax,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:46+00:00,not_published
dasjax,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:46+00:00,not_published
dasjax,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:46+00:00,not_published
dasjax,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:46+00:00,not_applicable
daslab,repo_stars,77,stars,,,https://api.github.com/repos/yohanesnuwara/DASLab,2026-08-18T06:37:48+00:00,
daslab,repo_forks,24,forks,,,https://api.github.com/repos/yohanesnuwara/DASLab,2026-08-18T06:37:48+00:00,
daslab,repo_contributors,1,contributors,,,https://api.github.com/repos/yohanesnuwara/DASLab,2026-08-18T06:37:48+00:00,
daslab,repo_releases,1,releases,,,https://api.github.com/repos/yohanesnuwara/DASLab,2026-08-18T06:37:48+00:00,
daslab,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:48+00:00,not_published
daslab,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:48+00:00,not_published
daslab,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:48+00:00,not_published
daslab,canonical_citations,1,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.5281/zenodo.5797215,2026-08-17T18:08:31+00:00,
dasmart-infra,repo_stars,0,stars,,,https://api.github.com/repos/Pengchao-He/DASmartInfra,2026-08-18T06:37:50+00:00,
dasmart-infra,repo_forks,0,forks,,,https://api.github.com/repos/Pengchao-He/DASmartInfra,2026-08-18T06:37:50+00:00,
dasmart-infra,repo_contributors,1,contributors,,,https://api.github.com/repos/Pengchao-He/DASmartInfra,2026-08-18T06:37:50+00:00,
dasmart-infra,repo_releases,0,releases,,,https://api.github.com/repos/Pengchao-He/DASmartInfra,2026-08-18T06:37:50+00:00,
dasmart-infra,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:50+00:00,not_published
dasmart-infra,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:50+00:00,not_published
dasmart-infra,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:50+00:00,not_published
dasmart-infra,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:50+00:00,not_applicable
dasmatrix,repo_stars,1,stars,,,https://api.github.com/repos/QIanGua/DASMatrix,2026-08-18T06:37:52+00:00,
dasmatrix,repo_forks,0,forks,,,https://api.github.com/repos/QIanGua/DASMatrix,2026-08-18T06:37:52+00:00,
dasmatrix,repo_contributors,1,contributors,,,https://api.github.com/repos/QIanGua/DASMatrix,2026-08-18T06:37:52+00:00,
dasmatrix,repo_releases,0,releases,,,https://api.github.com/repos/QIanGua/DASMatrix,2026-08-18T06:37:52+00:00,
dasmatrix,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:52+00:00,not_published
dasmatrix,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:52+00:00,not_published
dasmatrix,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:52+00:00,not_published
dasmatrix,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:37:52+00:00,not_applicable
daspack,repo_stars,25,stars,,,https://api.github.com/repos/asleix/daspack,2026-08-18T06:37:54+00:00,
daspack,repo_forks,5,forks,,,https://api.github.com/repos/asleix/daspack,2026-08-18T06:37:54+00:00,
daspack,repo_contributors,1,contributors,,,https://api.github.com/repos/asleix/daspack,2026-08-18T06:37:54+00:00,
daspack,repo_releases,0,releases,,,https://api.github.com/repos/asleix/daspack,2026-08-18T06:37:54+00:00,
daspack,pypi_downloads_30d,102,downloads,,2026-08-17,https://pypistats.org/api/packages/daspack-dev/recent,2026-08-17T18:48:44+00:00,
daspack,pypi_downloads_180d,314,downloads,2026-02-20,2026-08-14,https://pypistats.org/api/packages/daspack-dev/recent,2026-08-17T18:48:44+00:00,
daspack,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-17T18:48:44+00:00,not_published
daspack,canonical_citations,8,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.1093/gji/ggaf397,2026-08-17T18:08:31+00:00,
daspy,repo_stars,154,stars,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-18T06:37:56+00:00,
daspy,repo_forks,29,forks,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-18T06:37:56+00:00,
daspy,repo_contributors,3,contributors,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-18T06:37:56+00:00,
daspy,repo_releases,10,releases,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-18T06:37:56+00:00,
daspy,pypi_downloads_30d,458,downloads,,2026-08-17,https://pypistats.org/api/packages/daspy-toolbox/recent,2026-08-17T18:48:57+00:00,
daspy,pypi_downloads_180d,2545,downloads,2026-02-17,2026-08-16,https://pypistats.org/api/packages/daspy-toolbox/recent,2026-08-17T18:48:57+00:00,
daspy,conda_downloads_cumulative,6926,downloads,,2026-08-17,https://api.anaconda.org/package/conda-forge/daspy-toolbox,2026-08-17T18:48:57+00:00,
daspy,canonical_citations,19,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.1785/0220240124,2026-08-17T18:08:31+00:00,
dasstore,repo_stars,21,stars,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-18T06:37:59+00:00,
dasstore,repo_forks,7,forks,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-18T06:37:59+00:00,
dasstore,repo_contributors,3,contributors,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-18T06:37:59+00:00,
dasstore,repo_releases,4,releases,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-18T06:37:59+00:00,
dasstore,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:37:59+00:00,not_published
dasstore,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:37:59+00:00,not_published
dasstore,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:37:59+00:00,not_published
dasstore,canonical_citations,1,citations,,2026-08-17,https://api.openalex.org/works/https://doi.org/10.5281/zenodo.10714765,2026-08-17T18:08:31+00:00,
dastools,repo_stars,2,stars,,,https://git.gfz-potsdam.de/api/v4/projects/geofon%2Fdastools,2026-08-18T06:38:01+00:00,
dastools,repo_forks,0,forks,,,https://git.gfz-potsdam.de/api/v4/projects/geofon%2Fdastools,2026-08-18T06:38:01+00:00,
dastools,repo_contributors,1,contributors,,,https://git.gfz-potsdam.de/api/v4/projects/geofon%2Fdastools,2026-08-18T06:38:01+00:00,
dastools,repo_releases,15,releases,,,https://git.gfz-potsdam.de/api/v4/projects/geofon%2Fdastools,2026-08-18T06:38:01+00:00,
dastools,pypi_downloads_30d,31,downloads,,2026-08-17,https://pypistats.org/api/packages/dastools/recent,2026-08-17T18:49:10+00:00,
dastools,pypi_downloads_180d,507,downloads,2026-02-17,2026-08-14,https://pypistats.org/api/packages/dastools/recent,2026-08-17T18:49:10+00:00,
dastools,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-17T18:49:10+00:00,not_published
dastools,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:01+00:00,not_applicable
dasvader,repo_stars,7,stars,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-18T06:38:02+00:00,
dasvader,repo_forks,1,forks,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-18T06:38:02+00:00,
dasvader,repo_contributors,1,contributors,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-18T06:38:02+00:00,
dasvader,repo_releases,0,releases,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-18T06:38:02+00:00,
dasvader,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-17T18:51:31+00:00,not_published
dasvader,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-17T18:51:31+00:00,not_published
dasvader,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-17T18:51:31+00:00,not_published
dasvader,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:02+00:00,not_applicable
dasvader-ds,repo_stars,0,stars,,,https://api.github.com/repos/marianoarnaiz/DASVaderDS.jl,2026-08-18T06:38:05+00:00,
dasvader-ds,repo_forks,0,forks,,,https://api.github.com/repos/marianoarnaiz/DASVaderDS.jl,2026-08-18T06:38:05+00:00,
dasvader-ds,repo_contributors,1,contributors,,,https://api.github.com/repos/marianoarnaiz/DASVaderDS.jl,2026-08-18T06:38:05+00:00,
dasvader-ds,repo_releases,0,releases,,,https://api.github.com/repos/marianoarnaiz/DASVaderDS.jl,2026-08-18T06:38:05+00:00,
dasvader-ds,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:05+00:00,not_published
dasvader-ds,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:05+00:00,not_published
dasvader-ds,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:05+00:00,not_published
dasvader-ds,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:05+00:00,not_applicable
dasview,repo_stars,8,stars,,,https://api.github.com/repos/hetinghong/DASView,2026-08-18T06:38:07+00:00,
dasview,repo_forks,0,forks,,,https://api.github.com/repos/hetinghong/DASView,2026-08-18T06:38:07+00:00,
dasview,repo_contributors,1,contributors,,,https://api.github.com/repos/hetinghong/DASView,2026-08-18T06:38:07+00:00,
dasview,repo_releases,1,releases,,,https://api.github.com/repos/hetinghong/DASView,2026-08-18T06:38:07+00:00,
dasview,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:07+00:00,not_published
dasview,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:07+00:00,not_published
dasview,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:07+00:00,not_published
dasview,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:07+00:00,not_applicable
derzug,repo_stars,4,stars,,,https://api.github.com/repos/DASDAE/derzug,2026-08-18T06:38:09+00:00,
derzug,repo_forks,0,forks,,,https://api.github.com/repos/DASDAE/derzug,2026-08-18T06:38:09+00:00,
